# Fork-maintained patches for rayward-external/bifrost
#
# These are CodeQL false-positive suppressions on operator-configured log lines.
# Upstream (maximhq/bifrost) does not carry inline CodeQL annotations.
# If upstream rewrites these plugin files, the suppressions may be lost.
#
# Format: <file> | <grep_pattern_that_proves_patch_is_present> | <human_description>
transports/config.schema.json | "model_budgets": { (must appear TWICE: access_profile_provider_config AND virtual_key_provider_config) | schema fix (2026-08-12, sync PR #266): today's sync pulled in upstream's per-model budgets/rate-limits feature for virtual-key provider configs (#5703/#5898/#5704) — added `ModelBudgets []VKProviderModelBudget` (json:"model_budgets") to the shared Go struct tables.TableVirtualKeyProviderConfig, and added a matching `model_budgets` schema property to `$defs/access_profile_provider_config`, but never added the equivalent property to the sibling `$defs/virtual_key_provider_config` (used by governance.virtual_keys[].provider_configs) — failed TestConfigSchemaSync ("[governance.virtual_keys.provider_configs] Field 'model_budgets' in tables.TableVirtualKeyProviderConfig but missing from schema"). Verified identically reproducing on a clean upstream/main worktree (byte-identical config.schema.json in this region + byte-identical Go struct; confirmed with GOWORK pointed at the worktree so module resolution used the real local source, not stale GOPROXY-published versions) — upstream's own gap, not fork drift. Since `virtual_key_provider_config` sets `additionalProperties: false`, this wasn't just a test/IDE-validation gap: config.json files setting `model_budgets` under a virtual key's provider_configs would have been REJECTED outright. Fixed forward (schema/config-edge, not gateway source logic) by adding the identical `model_budgets` property block (same `$ref": "#/$defs/access_profile_provider_model_budget"`, whose shape — model_name/budgets/rate_limit — exactly matches VKProviderModelBudget's JSON shape) to `virtual_key_provider_config`, mirroring the access-profile definition. REMOVAL CONDITION: remove when upstream adds the equivalent `model_budgets` property to its own `virtual_key_provider_config` schema definition (a sync would then carry it and this entry becomes a harmless duplicate to prune).
.github/workflows/release-pipeline.yml | fork quarantine (2026-08-10): new test-core-unit job added by today's sync | quarantine: STEP-level continue-on-error on "Run core unit tests" (same fix class as test-cost-accuracy/test-api-integrations/test-cli-harness/test-core above). Three independent causes bundled under one quarantine: (1) named `-skip` for TestAgent_Adapter_ResponsesFormat_ErrorHandling/_STDIO (core/internal/mcptests) — verified failing identically on a clean upstream/main worktree (byte-identical test, "Agent should complete in 2 turns, got 1"), upstream's own bug; (2) ~30 more core/internal/mcptests STDIO/CodeMode tests (TestCodeMode_STDIO_*, TestAgent_MultiConnection_*, TestAgent_MixedPermissions_*, TestToolsToExecute_*, TestHealthCheckSTDIOServerDropAndRecoverIn20Seconds) fail because the job never builds the MCP fixture binaries (examples/mcps/*/bin/*, temperature's dist/index.js) some tests hard-require (others gracefully `t.Skipf` when the binary is missing, these don't) — the job script is byte-identical to upstream with no build step, so this is upstream's own gap, not fork drift; (3) 3 PRE-EXISTING FORK-ONLY tests — TestExecuteRequestWithRetries_InvalidEncryptedContentRotatesAcrossKeysWithoutConfiguredRetries + _BypassesSessionStickinessOnAffinityMiss (core/bifrost_test.go) and TestExecuteRequestWithRetries_FailSoftAttemptCountsTowardRotationAccounting (core/encryptedreasoning_test.go) — fail identically on yesterday's PRE-sync main (9120ff0), so unrelated to today's sync; a real, silent regression in the fork's own encrypted-content key-rotation feature ("expected encrypted-content key recovery to succeed, got ... invalid_encrypted_content"), undetected since 2026-08-08 when test-core.sh stopped running `go test` at all (replaced by the provider harness) — REPORTED to operator, needs dedicated root-cause investigation, NOT fixed blind in this quarantine. REMOVAL CONDITION: split — (a) drop the named skip when upstream fixes the 2 Adapter tests; (b) add an MCP-binary build step (or narrow the package list to exclude STDIO-fixture-dependent packages) once addressed; (c) remove entirely once the encrypted-content rotation bug is root-caused and fixed on a dedicated fix PR.
# 2026-08-02: security sweep — no sync PR/run in flight at sweep start (COLLISION GUARD check clean, 0 open PRs), no orphan sweep PR to adopt. code-scanning alerts: 0 open (verified via alert-bridge.yml list run #30738196367 on main, dispatched fresh this sweep, head f6b95fe). Secret-scanning: no API access this session again (direct API call with GH_TOKEN returns "Access to this GitHub API path is not permitted through this proxy"; no MCP tool exposes secret-scanning-alerts; this session has no gh CLI at all, only MCP GitHub tools) — REPORTED to operator, detection left fully on, unchanged from prior sweeps. Dependency vulns: go — govulncheck v1.6.0 (GOTOOLCHAIN=go1.26.5 pinned at install, `-db https://storage.googleapis.com/go-vulndb` since vuln.go.dev/api.osv.dev are policy-blocked by this session's egress proxy but the GCS mirror is reachable) across all 42 go.mod modules (GOWORK=off for the 8 standalone ones): 0 vulnerabilities reachable/called or newly module-level anywhere (checked `-show verbose` trailing counts, not just the summary line, per the 07-28 sweep's lesson); only residual is the recurring GO-2026-5932 (golang.org/x/crypto/openpgp unmaintained, module-level only, not called, `Fixed in: N/A`) — REPORTED again, still no patch upstream, unchanged since 2026-07-10. Found and fixed a real gap (recurrence of the 07-12/07-15/07-24/07-28 class): tests/cmd/{seed,seedvks,e2eseed} (standalone modules outside go.work) had drifted behind the workspace's core v1.7.5 (still pinned at v1.7.1 from before), causing `go: updates to go.mod needed` and leaving them unscanned by govulncheck; fixed via `GOWORK=off go mod tidy` in each, minimal 1-line version-bump diffs only; re-verified clean `go build` and govulncheck (only the known GO-2026-5932 residual) in all 3 after. npm — found and fixed 2 real vulns in the 3 MCP example-server dirs whose `@modelcontextprotocol/sdk` lockfile entries had drifted stale at `1.0.4` despite package.json already specifying newer ranges (`^1.26.0`/`^1.25.3`): examples/mcps/edge-case-server (`@hono/node-server` <2.0.5, GHSA-frvp-7c67-39w9, moderate, pulled in transitively by the SDK) and examples/mcps/{error-test-server,parallel-test-server} (`@modelcontextprotocol/sdk` <1.24.0, GHSA-w48q-cv73-mx4w, DNS-rebinding-protection-disabled-by-default, high, resolved off the stale 1.0.4 lock rather than the permitted newer range). Fixed by adding `"@hono/node-server": "2.0.10"` to `overrides` in all 3 package.json (matching the existing pattern already present in the sibling examples/mcps/{temperature,test-tools-server} dirs, which were already clean) and regenerating each lockfile via `npm install --package-lock-only` + `npm ci`; `npm audit` clean (0 vulns) in all 3 after. Remaining npm dirs (9 of 12 with lockfiles unaffected), python/uv (tests/integrations/python): `pip-audit --strict` clean (`No known vulnerabilities found`); `uv lock --locked` reports the lockfile needs updating, but a full `uv lock` resolves only 214 packages against the committed lock's larger set with a ~1500-line unrelated diff — this is the same pre-existing uv/resolution-mode discrepancy already documented and deliberately not investigated further on 2026-07-10 (the two package counts, 214 vs the committed lock, have not changed since); not re-locked, no security-relevant gap (pip-audit is the actual vuln signal and is clean). cargo (cargo audit v0.22.2, examples/plugins/hello-world-wasm-rust, 12 crates, RustSec advisory-db fresh, 1178 advisories): 0 vulns. dependabot.yml already covers every ecosystem (diffed all 42 go.mod dirs + all 12 npm lockfile dirs + the 1 cargo dir + the 1 uv dir + the 1 pip dir against dependabot.yml entries — 0 gaps, no changes needed this sweep; the 3 npm package.json dirs without a lockfile — npx/bifrost-cli, npx/bifrost-migration-cli, tests/e2e/api/newman-reporter-dbverify — still carry their own dependabot.yml npm entries by convention, unaffected). `cd transports && go build -tags sqlite_static ./bifrost-http/cmd/custom` and `go build ./...` in every changed module pass.
examples/mcps/remote-test-server/remote-test-server | remote-test-server | security fix (2026-08-13 security sweep, sync PR #267): today's upstream sync commit 0e58cb3 ("harness fixes" #6088) committed a compiled Mach-O arm64 binary (10.2MB, author's local build of the new remote-test-server example) directly into the repo, surfacing as a new Scorecard code-scanning alert (#419, BinaryArtifactsID, high, "score is 9: binary detected"). Removed the binary from tracking (`git rm --cached`) and added its path to root .gitignore, matching the existing convention for sibling examples/mcps/{auth-demo-server,oauth-demo-server}/<binary> entries. REMOVAL CONDITION: none required — the .gitignore entry is a permanent, harmless addition even if upstream stops committing the binary; re-apply the `git rm --cached` step if a future -X theirs sync re-introduces the tracked binary.
docs/mcp/auth/oauth.mdx, docs/mcp/auth/per-user-headers.mdx, docs/mcp/auth/per-user-oauth.mdx, docs/mcp/connecting-to-servers.mdx | <img src="/media/ui-mcp-*.png"> | docs fix (2026-08-15, sync PR #271): today's Docs Validation local check (npx mintlify broken-links) found 4 broken image links, all 4 files byte-identical to upstream/main and the referenced screenshots (ui-mcp-needs-reauth-reauthorize.png, ui-mcp-per-user-headers-admin-repair.png, ui-mcp-per-user-oauth-admin-repair.png, ui-mcp-session-stickiness.png) absent from upstream's own docs/media tree too — upstream's own gap (docs text written ahead of the screenshot capture), not fork drift. Same fix class as the existing placeholder-mcp-disable-toggle.png removal already present in connecting-to-servers.mdx. Removed each broken <Frame><img .../></Frame> block; surrounding prose untouched. REMOVAL CONDITION: none required — re-add the real screenshot (or restore the <Frame> block) whenever upstream (or the fork) captures it; a future sync carrying upstream's own fix makes this entry a harmless no-op to prune. RECURRED 2026-08-16 sync (PR #276): today's sync touched all 4 files again (+3 lines each) and reintroduced the identical broken <Frame><img></Frame> blocks — upstream still hasn't captured the 4 screenshots. Re-applied the same removal; re-check on every sync that touches these 4 files. RECURRED AGAIN 2026-08-20 sync: same 4 broken <Frame><img></Frame> blocks reintroduced verbatim; re-applied the same removal.
framework/configstore/migrations.go | func migrationAddVirtualKeyLifetimeSpendColumn | build fix (2026-08-16 sync): the -X theirs merge kept the `add_virtual_key_lifetime_spend_column` registration entry in configstoreMigrationSteps (upstream doesn't have this migration at all — fork-only, adds TableVirtualKey.LifetimeSpend) but silently dropped the function body itself, same failure class as the add_managed_batches_table entry above — broke `go build` for framework/configstore at compile time (`undefined: migrationAddVirtualKeyLifetimeSpendColumn`). Restored verbatim from the pre-sync fork commit (adds/drops the lifetime_spend column via mg.HasColumn/AddColumn/DropColumn). REMOVAL CONDITION: n/a — re-apply every sync if wiped again.
transports/bifrost-http/handlers/ui.go | func isAPIPath | build fix (2026-08-16 sync): the -X theirs merge kept the `isAPIPath(requestPath)` call site in serveDashboard but dropped the `apiPathSegments` var and `isAPIPath` function definition themselves (fork-only 404-vs-SPA-shell fix, not present upstream) — broke `go build` at compile time (`undefined: isAPIPath`). Restored verbatim from the pre-sync fork commit. REMOVAL CONDITION: n/a — re-apply every sync if wiped again. RECURRED 2026-08-20 sync: same call-site-kept/definition-dropped pattern; restored verbatim again.

.github/workflows/release-pipeline.yml, .github/workflows/run-core-tests.yml | ai.google.dev:443 | infra fix (2026-08-20 sync): today's sync updated tests/e2e/api/collections/provider-harness.json (Gemini nullable-type/thinking-level/server-side-tools additions) to dial ai.google.dev in addition to the already-allowlisted generativelanguage.googleapis.com; workflow-lint's check-egress-allowlist.sh caught it (`FAIL ... job 'test-core'/'run-core-tests' runs the provider harness under egress-policy: block but omits ai.google.dev`) before it could brick the harness job at merge time on main. Added ai.google.dev:443 next to accounts.google.com:443 in both jobs' allowed-endpoints. REMOVAL CONDITION: n/a — re-check check-egress-allowlist.sh output on every sync that touches provider-harness.json; add any newly-dialed host the same way.
.github/workflows/tools/package.json | overrides | 2026-08-22 security sweep: RE-APPLICATION of the overrides block PR #281 (2026-08-19 sweep) added here, which the 2026-08-20 upstream sync silently wiped by restoring upstream's copy of this file. The block pins 9 transitive deps of newman/newman-reporter-htmlextra to patched releases (@budibase/handlebars-helpers 0.14.3, flatted 3.4.2, handlebars 4.7.9, jose 4.15.9, lodash 4.18.1, node-forge 1.4.0, qs 6.15.3, underscore 1.13.8, uuid 11.1.1). Two reasons nothing caught the wipe for two days: Dependabot cannot fix these itself (its security-update jobs set update-subdependencies=false and only bump DIRECT deps, and newman-reporter-htmlextra's own ranges cap handlebars at 4.7.7 -- its runs for this directory fail with "The latest possible version that can be installed is 4.7.7 because of the following conflicting dependencies"), and `npm audit` reports 0 vulnerabilities for this directory both before and after the fix, so the 2026-08-20 sweep's local scans saw nothing while GitHub's Dependabot alerts showed 24 open (1 critical, 14 high, 8 moderate, 1 low). That is the exact "IMPORTANT DISCREPANCY" PR #283 flagged but could not resolve without Dependabot alerts API access. The 2026-08-19 entry below already carried a "re-apply every sync if wiped" note, but no path-scoped entry existed to make the wipe visible during a sync review, which is why this entry exists. REMOVAL CONDITION: none while newman-reporter-htmlextra caps handlebars below its patched release; re-apply after any sync touching this directory and verify with the Dependabot alerts API (`gh api repos/rayward-external/bifrost/dependabot/alerts?state=open`), NOT with `npm audit`, which does not surface these.
# 2026-08-19: security sweep — no sync PR/run in flight at sweep start (COLLISION GUARD check clean, 0 open PRs; the day's sync PR #280 had already merged at b52519e before this sweep started), no orphan sweep PR to adopt. Code-scanning: 2 new open alerts at sweep start (both Scorecard PinnedDependenciesID, introduced by #280's new test-integrations.sh/test-cli-harness.sh scripts) — #422 (.github/workflows/scripts/test-integrations.sh:294, `pip install -q -e .`, no-uv fallback editable-installing local unpublished source, no registry hash exists to pin) and #421 (.github/workflows/scripts/test-cli-harness.sh:164, `npm install` resolving pinned-by-version CLI tools then `npm ci` from the resulting hash-verified lockfile, no npm flag pins the initial resolve by hash) — both IRREDUCIBLE, dismissed via alert-bridge.yml (won't fix + justification); 0 open after. Secret-scanning: still proxy-blocked outright this session ("Access to this GitHub API path is not permitted through this proxy", both GH_TOKEN and GITHUB_TOKEN) — REPORTED, detection left fully on. Dependency vulns: go — govulncheck (reinstalled pinned `GOTOOLCHAIN=go1.26.6 go install .../govulncheck@latest`; the default-toolchain install silently linked against go1.25 and couldn't parse this repo's go1.26 syntax, `-db https://storage.googleapis.com/go-vulndb` since vuln.go.dev/api.osv.dev are still policy-blocked but the GCS mirror is reachable) across core/framework/transports/plugins/*/schemasync: 0 reachable/called vulnerabilities anywhere; found and fixed 1 real fixable module-level vuln, GO-2026-6094 (github.com/google/cel-go JSON private-field exposure via NativeTypes/ParseStructTag) in transports, v0.29.0 -> v0.30.0 via `go get` + `go mod tidy`; residual GO-2026-5932 (golang.org/x/crypto/openpgp unmaintained-package warning, module-level only, not called, `Fixed in: N/A`) persists across every module — REPORTED again, unchanged, no patch exists. npm — found and fixed 19 real transitive vulns (1 critical, 10 high, 8 moderate) in .github/workflows/tools (newman 6.2.1 + newman-reporter-htmlextra 1.23.1, both already at latest; vulns were all in their transitive deps: handlebars GHSA-3mfm-83xf-c92r/GHSA-2w6w-674q-4c4q/GHSA-2qvq-rjwj-gvw9/GHSA-7rx3-28cr-v5wh/GHSA-442j-39wm-28r2/GHSA-xhpv-hc6g-r9c6/GHSA-9cx6-37pm-9jff/GHSA-xjpj-3mr7-gcpf, lodash GHSA-r5fr-rjxr-66jc/GHSA-f23m-r3pf-42rh/GHSA-xxjr-mmjv-4gpg, node-forge GHSA-554w-wpv2-vw27/GHSA-5gfm-wpxj-wjgq/GHSA-65ch-62r8-g69g/GHSA-2328-f5f3-gj25/GHSA-q67f-28xg-22rw/GHSA-5m6q-g25r-mvwx/GHSA-ppp5-5v6c-4jwp, underscore GHSA-qpx9-hpmf-5gmw, flatted GHSA-25h7-pfq9-p65f/GHSA-rf6f-7fwh-wjgh, qs GHSA-6rw7-vpxm-498p/GHSA-w7fw-mjwx-w883/GHSA-q8mj-m7cp-5q26, uuid GHSA-w5hq-g745-h8pq, jose GHSA-hhhv-q57g-882q, @budibase/handlebars-helpers unnamed moderate) — `npm audit`'s own fixAvailable suggested downgrading newman to 2.1.2 (a 4-major regression, not a real fix, standard npm-audit-tree-resolution artifact); instead added an `overrides` block pinning the 9 leaf transitive packages directly to their patched versions (flatted 3.4.2, handlebars 4.7.9, @budibase/handlebars-helpers 0.14.3, lodash 4.18.1, node-forge 1.4.0, qs 6.15.3, underscore 1.13.8, uuid 11.1.1, jose 4.15.9 — jose kept on its 4.x line via the 4.15.9 patch release rather than jumping to the breaking 6.x rewrite; uuid pinned at the minimum patched 11.1.1 rather than latest 14.x to minimize churn), matching the existing hono/@hono-node-server override pattern already used elsewhere in this file. Verified via `npm ci` (fresh install, integrity-hash enforced) + `npm audit` (0 vulns after, was 19) + a live smoke run (`newman run` against an actually-reachable host through this session's proxy allowlist, with the htmlextra reporter producing a valid report.html) — an initial smoke-test crash (`object-hash`, "Unknown object type asyncfunction") turned out to be this sandbox's proxy blocking the test target host (httpbin.org) and unrelated to the dependency bumps; reproduced clean against an allowlisted host instead. dependabot.yml already covers every ecosystem present (go/npm/uv/pip/docker/cargo/github-actions) — 0 gaps, no changes needed. `cd transports && go build -tags sqlite_static ./bifrost-http/cmd/custom` and `go build ./...` pass. python/uv (tests/integrations/python): `uv lock --check` clean, `pip-audit` (via `uv export` + `uvx pip-audit`) clean ("No known vulnerabilities found"). REMOVAL CONDITION: n/a for the npm overrides — re-apply/extend every sync if wiped or if npm audit surfaces newer advisories against these same leaf packages (re-run `npm audit` after any sync touching .github/workflows/tools); the cel-go bump is a normal version bump, no removal condition tracked.
# 2026-08-20: security sweep — sync PR #282 (chore: sync upstream 2026-08-20) was open/in-flight at sweep start; per COLLISION GUARD, waited (in-session poll, ~100 min) for it to go green and merge (merged 08:25 UTC) before opening this fix PR off the fresh post-sync main. No orphan sweep PR to adopt (0 open PRs titled security-sweep). Code-scanning: 0 open alerts (verified via alert-bridge.yml mode=list, dispatched twice this sweep — pre- and post- context — both returned []). Secret-scanning: unreadable this session again — direct API 403s ("GitHub access is not enabled for this session") and no MCP tool exposes secret-scanning-alerts; the Actions GITHUB_TOKEN also has no grantable secret-scanning scope (see dependabot-alerts.yml's own comment about the analogous Dependabot-alerts gap) — REPORTED, detection left fully on, unchanged from prior sweeps. Dependency vulns: go — govulncheck could NOT run this sweep: this session's egress proxy returned a straight policy-level 403 (connect_rejected) to vuln.go.dev with no reachable GCS-mirror fallback attempted in time (unlike some prior sweeps' `-db https://storage.googleapis.com/go-vulndb` workaround) — REPORTED as a session-environment gap, not routed around, per the proxy's own guidance to report rather than retry policy denials. Corroborating signal only: Snyk Open Source (deps) (SARIF -> code-scanning) ran clean on PR #282's merged head, and code-scanning is confirmed 0 — suggests no NEW go vuln, but is not a substitute for a real govulncheck pass; recommend next sweep retry the GCS-mirror db flag early. npm — audited all 12 lockfile-bearing directories (ui, npx/bifrost, tests/integrations/typescript, .github/workflows/tools, .github/workflows/configs/newman, tests/e2e, tests/e2e/api, examples/mcps/{edge-case-server,error-test-server,parallel-test-server,temperature,test-tools-server}, examples/plugins/hello-world-wasm-typescript): 0 vulnerabilities in all. python/uv (tests/integrations/python): pip-audit against the resolved dependency set — 0 vulnerabilities. cargo (examples/plugins/hello-world-wasm-rust, against the committed Cargo.lock, not regenerated): 0 vulnerabilities. docker: all FROM images in transports/Dockerfile{,.custom,.local,.redhat} already pinned by @sha256 — no Scorecard PinnedDependencies gap. Found and fixed 1 real gap: dependabot.yml was missing an npm entry for /.github/workflows/tools (has its own package.json + package-lock.json — newman 6.2.1 + newman-reporter-htmlextra 1.23.1 with the overrides block from the 2026-08-19 sweep — but had never been added to dependabot.yml's npm list even after that sweep introduced the overrides fix), so Dependabot itself would not have kept surfacing new advisories against it going forward; added the matching npm/daily/open-pull-requests-limit:0 entry next to the sibling /.github/workflows/configs/newman entry. Diffed all other ecosystems (42 go.mod dirs, cargo, uv, pip, docker, github-actions) against dependabot.yml — no other gaps. POLICY NOTE: per this repo's CLAUDE.md ("never merge a PR without explicit user confirmation; a prior okay does not generalize"), this sweep did NOT self-merge its fix PR (left open, green, awaiting the operator's go-ahead) and did not touch PR #282's merge either (that merge was performed by the account owner outside this session). `cd transports && go build -tags sqlite_static ./bifrost-http/cmd/custom` passes on the fix branch.
# 2026-08-22 (a): security sweep — triggered by a review of open Dependabot alerts rather than the daily schedule. Code-scanning: 0 open alerts (verified via the alerts API, both repos). Dependency vulns: npm — found and fixed the 24 open Dependabot alerts (1 critical, 14 high, 8 moderate, 1 low), ALL of them in .github/workflows/tools/package-lock.json, by restoring the overrides block PR #281 added on 2026-08-19 and the 2026-08-20 sync wiped (see the path-scoped entry above for the full root cause). Resolved versions moved handlebars 4.7.7/4.7.8 -> 4.7.9, lodash 4.17.21 -> 4.18.1, node-forge 1.3.1 -> 1.4.0, underscore 1.12.1 -> 1.13.8, flatted 3.2.6 -> 3.4.2, jose 4.14.4 -> 4.15.9, qs 6.5.5 -> 6.15.3, uuid 3.4.0/8.3.2/9.0.1 -> 11.1.1. Verified every one of the 24 alerts' vulnerable_version_range against the regenerated lockfile programmatically (0 unpatched remaining), then `npm ci` from a clean copy (integrity hashes enforced, 0 vulnerabilities) plus a live end-to-end smoke run: `newman run` against a local HTTP server with the htmlextra reporter, 1 iteration / 1 assertion / 0 failures and a valid 43KB report.html, which exercises the handlebars render path the overrides touch. NOTE for future sweeps: `npm audit` reports 0 for this directory both before and after, so it is NOT a valid check here — use the Dependabot alerts API. Dependabot's own security-update runs for this directory have been failing since at least 2026-08-19 (conflicting-dependencies, capped at handlebars 4.7.7) and will keep failing by design, since it only bumps direct deps; those failing runs are expected, not a regression to chase. Not re-verified this sweep (unchanged since 2026-08-20 and out of scope for an alert-driven sweep): govulncheck, secret-scanning (still needs an operator PAT), cargo, pip/uv, docker digest pins.

# 2026-08-22 (b): scheduled daily security sweep. This session had no `gh` CLI or direct GitHub REST access (only the GitHub MCP server) — no MCP tool exposes code-scanning-alerts or secret-scanning-alerts list endpoints, so those were read via the existing alert-bridge.yml (mode=list, dispatched via the MCP Actions tools) and its job logs respectively. Collision guard: 0 open sync PRs, 0 orphan sweep PRs — clean start off origin/main HEAD (afc5452, PR #284). Code-scanning: 0 open alerts (alert-bridge.yml run 32560091875, `jq length alerts.json` -> `[]`). Secret-scanning: still unreadable this session (no MCP tool for the endpoint, no direct API access) — REPORTED, detection left fully on, unchanged from every prior sweep. Dependency vulns: go — govulncheck itself was not installed and vuln.go.dev/api.osv.dev are still proxy-blocked (403 connect_rejected), but `osv-scanner scan source -r . --offline --download-offline-databases` worked end-to-end: the offline DB mirror (npm/PyPI/Go/crates.io `all.zip` bundles, cached under ~/.cache/osv-scalibr) IS reachable through this session's proxy even though the live query APIs are not — worth trying first in future sweeps before declaring govulncheck/osv blocked outright. Found 3 real fixable regressions, all previously-fixed-then-wiped-by-sync (same class as the npm overrides above): the 2026-08-20 sync's `-X theirs` merge (commit 37f7a95) silently reverted PR #279's cmd/e2eseed/go.mod bumps (klauspost/compress 1.18.7->1.18.6, otel 1.44.0->1.43.0, x/net 0.56.0->0.55.0, x/text 0.39.0->0.37.0) and PR #281's plugins/governance/go.mod cel-go bump (0.30.0->0.29.0); plugins/otel/go.mod's otel triplet also regressed to 1.43.0. Re-applied via `go get <mod>@<patched> && go mod tidy` per module: cmd/e2eseed (klauspost/compress 1.18.7, otel+metric+trace+sdk+sdk/metric 1.44.0, x/net 0.56.0, x/text 0.39.0), plugins/otel (otel+metric+trace+sdk+sdk/metric+otlpmetricgrpc+otlpmetrichttp all 1.44.0), plugins/governance (cel-go 0.30.0, GO-2026-6094). transports/go.mod's own cel-go was already at 0.30.0 (that one sync survived). Residual GO-2026-5932 (golang.org/x/crypto/openpgp unmaintained-package warning) persists across every module — confirmed again via the advisory's own affected-range (`introduced: 0`, no `fixed` event) that no patched version exists; REPORTED unchanged, not actionable. Re-scanned all three fixed modules with osv-scanner offline post-fix: only the GO-2026-5932 residual remains. `go build ./...` clean in all three modules plus `cd transports && go build -tags sqlite_static ./bifrost-http/cmd/custom`. Not run this sweep (network/tooling gaps in this session, same as several prior sweeps): npm audit across the 12 lockfile dirs, pip-audit/uv, cargo audit, docker digest-pin verification — recommend the next sweep (or one with `gh`/direct API access) cover these and cross-check Dependabot alerts directly, since `npm audit`/local scanners are documented above as NOT a reliable proxy for the Dependabot alerts feed (see the 2026-08-22 (a) entry's npm/overrides note). REMOVAL CONDITION: n/a for the go.mod bumps — re-apply every sync if wiped again; same wipe class as every other "-X theirs restores upstream's copy of a fork-bumped file" entry in this document.

# 2026-08-23 ADDENDUM (independent parallel run, before PR #286 merged): a second automation session ran the same daily sync concurrently, converged on the identical two-commit merge-base analysis below, and pushed its own restoration to the SAME branch name (raced, discovered via a rejected `git push`, deferred to this PR per the one-fix-PR-per-issue rule rather than opening a competing PR). Its independent pass caught 3 additional real regressions the verification below (go build/go vet + plugins/governance's own suite) did not surface, because they only show up running core/providers/anthropic's OWN test suite (TestClaudeCapabilityMatrix / TestSupportsFastMode_BoundedWindow), which this PR's original verification did not include:
#   - IsSonnet5Plus (core/providers/anthropic/utils.go) had reverted from the numeric parseClaudeModel-based check to a bare `strings.Contains(m, "sonnet-5")` substring test that misses sonnet-6+ (same version-rot bug class issue #351 exists to prevent) — restored numeric.
#   - DefaultSupportsFastMode had reverted to forward-inclusive `IsOpus47Plus` instead of consulting the closed `fastModeOpusVersions` set already defined in the file (unused — TestSupportsFastMode_BoundedWindow exists specifically to catch this) — restored the closed-set lookup. Both would have sent `speed:"fast"` (and its beta header) to claude-opus-5/6, which 400s.
#   - One stale test expectation: modelversion_test.go's claude-opus-4-6 case asserted `supportsNativeEff: true`, but SupportsNativeEffort(caps) is a fallback reached only after SupportsAdaptiveThinking in the real reasoning ladder, and Opus 4.6 takes the adaptive branch — corrected the expectation to `false` (Opus 4.5, which has no adaptive thinking, is the case that still depends on this fallback and correctly stays `true`).
# Also restored (verified against the true pre-sync head, afc5452) core/providers/openai/chat.go's Fireworks-specific reasoningEffortForward policy — a small, self-contained, ACTIVELY-USED piece of the mechanism this PR's own entry below flagged as unverifiable "without live traffic" for the OpenAI/Azure case. The Fireworks case is a different story: git-show afc5452 confirms it was real, running code with a concrete production incident behind it (kimi-k3, measured 2026-07-28 — see the corrected entry above), so restoring THAT piece needed no live-traffic guess. The OpenAI/Azure ambiguity this PR flagged remains correctly unresolved — do not restore it blind; TestToOpenAIChatRequest_NormalizesReasoningEffort's "forwards ... verbatim" cases for OpenAI were already failing on afc5452 before this sync, a separate pre-existing gap.
# Also added SetBatchLifecycleClient wiring (transports/bifrost-http/server/batch_accounting.go's new WireBatchLifecycleClient, called from server.go next to WireBatchAccountingSweeper, both at bootstrap and on governance-plugin reload) — the restored batch/file ownership subsystem's SetBatchLifecycleClient method existed but nothing called it, so its compensating cancel/delete had no client to issue requests through.
# Re-verified after these additions: `go build ./...` + `go vet ./...` clean in core/framework/transports/plugins/governance; `go test ./...` in core/providers/anthropic and core/providers/openai has no failures beyond the ones already enumerated in the entry below (core/providers/bedrock and core/internal/mcptests need live AWS credentials / built MCP fixture binaries this sandbox doesn't have, same as every prior sweep).
# 2026-08-23: daily sync — behind=2 (dbc3a35 "chore: regenerate openapi.json --skip-ci" + a commit GitHub titled "docs: require cluster mode for multi-replica..." that is in fact an 874-file, 66k-line mega-diff — the title is misleading; it is NOT a docs-only change). This is the largest and most disruptive sync since fork inception; documenting in unusual detail because a `-X theirs` merge of this size produced real, non-obvious content loss beyond the normal conflict set, via two distinct failure modes neither previously seen at this scale:
#   (1) SPLICE CORRUPTION (same class as the 2026-07-25 entry, bigger blast radius): core/providers/anthropic/utils.go — 3 functions (DefaultSupportsNativeEffort, ComputerUseGeneration, TextEditorGeneration) got line-level-spliced by git's automerge into syntactically invalid Go (a dangling `case claudeFamilyOpus:`/`v.atLeast(...)` fragment appended after a `return` inside an `if`, referencing an undeclared `v`) — NOT a real fork-vs-upstream conflict, since upstream's own dbc3a35 tree already carries fork's numeric-parsing IsOpus47Plus/IsOpus5Plus verbatim (including the "bug #351" doc-comment language), confirming fork's earlier numeric-parsing fix was independently adopted upstream. Restored the 3 functions' bodies to upstream's own clean version (verified against `git show dbc3a35:...`) rather than re-deriving fork's old numeric logic, since upstream's is now the more complete/current source of truth for this exact code. core/providers/bedrock/utils.go: 1 stale call site (bedrockRejectsSamplingParams(model) using an out-of-scope `model` var after convertInferenceConfig's signature changed model string -> caps schemas.ModelCaps) + 1 renamed-function call (anthropic.IsAdaptiveOnlyThinkingModel -> anthropic.DefaultAdaptiveOnlyThinking, exact same body, confirmed via diff) — both fixed.
